student_id,name,age,plan,enrollment_months,weekly_frequency,days_since_last_visit,overdue_payments,overdue_days,plan_price,last_visit,enrollment_date,churn_probability,churn,risk_level
MOV-3922,Pedro Almeida,39,Platinum,2,3,0,0,0,129.9,14/04/2026,13/02/2026,0.3739423510537774,0,baixo
MOV-3923,Gabriel Almeida,32,Basic Fit,3,3,13,0,0,79.9,01/04/2026,14/01/2026,0.7552335357830046,1,alto
MOV-3924,João Costa,45,Black VIP,13,2,0,0,0,189.9,14/04/2026,20/03/2025,0.3287919814421245,0,baixo
MOV-3925,Mateus Oliveira,31,Basic Fit,5,3,6,1,25,79.9,08/04/2026,15/11/2025,0.5870433084504539,1,medio
MOV-3926,Ana Lima,29,Basic Fit,1,4,0,1,9,79.9,14/04/2026,15/03/2026,0.540021460521413,1,medio
MOV-3927,Ricardo Alencar,51,Basic Fit,1,5,9,0,0,79.9,05/04/2026,15/03/2026,0.307265612753966,0,baixo
MOV-3928,Juliana Ferreira,34,Basic Fit,5,4,1,0,0,79.9,13/04/2026,15/11/2025,0.34029054369491,0,baixo
MOV-3929,Pedro Rocha,22,Basic Fit,31,3,2,0,0,79.9,12/04/2026,27/09/2023,0.12783008275880353,0,baixo
MOV-3930,Eduardo Alencar,23,Basic Fit,5,7,13,1,20,79.9,01/04/2026,15/11/2025,0.8391656880341573,1,alto
MOV-3931,Juliana Souza,32,Basic Fit,1,0,7,0,0,79.9,07/04/2026,15/03/2026,0.7536579681695796,1,alto
MOV-3932,Mateus Gomes,16,Basic Fit,6,5,7,1,4,79.9,07/04/2026,16/10/2025,0.5423923593228162,1,medio
MOV-3933,João Martins,25,Basic Fit,13,4,7,1,9,79.9,07/04/2026,20/03/2025,0.6308315495592222,1,medio
MOV-3934,Carlos Araújo,30,Platinum,10,1,4,0,0,129.9,10/04/2026,18/06/2025,0.546476851366635,1,medio
MOV-3935,Gabriel Ribeiro,30,Platinum,3,3,15,0,0,129.9,30/03/2026,14/01/2026,0.7643914796665245,1,alto
MOV-3936,João Araújo,19,Basic Fit,13,3,8,0,0,79.9,06/04/2026,20/03/2025,0.4989745250272753,0,medio
MOV-3937,Igor Araújo,27,Platinum,11,3,2,0,0,129.9,12/04/2026,19/05/2025,0.20836459471895324,0,baixo
MOV-3938,Eduardo Dias,43,Basic Fit,2,5,6,0,0,79.9,08/04/2026,13/02/2026,0.5108460254425905,1,medio
MOV-3939,André Martins,41,Black VIP,2,2,31,0,0,189.9,14/03/2026,13/02/2026,0.6317710840581868,1,medio
MOV-3940,Fernanda Pereira,32,Platinum,9,4,10,0,0,129.9,04/04/2026,18/07/2025,0.4930918836800887,0,medio
MOV-3941,Diego Costa,31,Basic Fit,12,1,0,0,0,79.9,14/04/2026,19/04/2025,0.6349538389879088,1,medio
MOV-3942,Yasmin Silva,30,Platinum,39,5,6,0,0,129.9,08/04/2026,30/01/2023,0.41324249513324923,0,medio
MOV-3943,Pedro Ribeiro,34,Platinum,6,4,11,0,0,129.9,03/04/2026,16/10/2025,0.7541090682466444,1,alto
MOV-3944,Isabela Silva,33,Platinum,17,2,1,0,0,129.9,13/04/2026,20/11/2024,0.3688149305286509,0,baixo
MOV-3945,Natália Pereira,35,Platinum,1,1,18,0,0,129.9,27/03/2026,15/03/2026,0.9492110676812736,1,alto
MOV-3946,William Costa,37,Basic Fit,26,1,2,1,19,79.9,12/04/2026,24/02/2024,0.49616413760358175,0,medio
MOV-3947,Larissa Almeida,19,Platinum,12,4,2,0,0,129.9,12/04/2026,19/04/2025,0.29086661817216947,0,baixo
MOV-3948,Juliana Souza,28,Basic Fit,11,0,0,0,0,79.9,14/04/2026,19/05/2025,0.4267289067965835,0,medio
MOV-3949,Felipe Silva,33,Platinum,1,3,0,0,0,129.9,14/04/2026,15/03/2026,0.2566881185387444,0,baixo
MOV-3950,Gabriel Mendes,22,Basic Fit,1,5,3,0,0,79.9,11/04/2026,15/03/2026,0.34506087695644283,0,baixo
MOV-3951,Isabela Ribeiro,25,Black VIP,14,4,4,0,0,189.9,10/04/2026,18/02/2025,0.26036488880049935,0,baixo
MOV-3952,Ricardo Dias,29,Black VIP,1,1,2,0,0,189.9,12/04/2026,15/03/2026,0.44059619857002463,0,medio
MOV-3953,Camila Souza,30,Platinum,1,2,4,0,0,129.9,10/04/2026,15/03/2026,0.3884373537004782,0,baixo
MOV-3954,Letícia Lima,34,Platinum,2,3,2,0,0,129.9,12/04/2026,13/02/2026,0.21260401963781134,0,baixo
MOV-3955,Isabela Barbosa,23,Black VIP,1,3,10,0,0,189.9,04/04/2026,15/03/2026,0.3507387907850088,0,baixo
MOV-3956,Thiago Souza,41,Basic Fit,11,4,15,1,9,79.9,30/03/2026,19/05/2025,0.8963084347490111,1,alto
MOV-3957,Felipe Gomes,30,Platinum,6,2,4,0,0,129.9,10/04/2026,16/10/2025,0.3006761955997918,0,baixo
MOV-3958,Carlos Silva,33,Platinum,3,5,9,0,0,129.9,05/04/2026,14/01/2026,0.3801543288653247,0,baixo
MOV-3959,Pedro Santos,28,Platinum,6,2,9,0,0,129.9,05/04/2026,16/10/2025,0.5782266353901087,1,medio
MOV-3960,Juliana Santos,34,Basic Fit,22,3,6,1,9,79.9,08/04/2026,23/06/2024,0.616043034650473,1,medio
MOV-3961,Igor Martins,48,Platinum,31,5,1,0,0,129.9,13/04/2026,27/09/2023,0.05,0,baixo
MOV-3962,Bruno Nascimento,28,Platinum,8,4,0,1,24,129.9,14/04/2026,17/08/2025,0.5184472867516114,1,medio
MOV-3963,Fernanda Nascimento,26,Platinum,10,5,12,1,2,129.9,02/04/2026,18/06/2025,0.9492840421675923,1,alto
MOV-3964,Ricardo Dias,23,Basic Fit,3,2,1,0,0,79.9,13/04/2026,14/01/2026,0.37349138801969,0,baixo
MOV-3965,Camila Almeida,31,Basic Fit,8,1,1,0,0,79.9,13/04/2026,17/08/2025,0.43676861914766363,0,medio
MOV-3966,Pedro Oliveira,31,Platinum,16,4,0,0,0,129.9,14/04/2026,20/12/2024,0.37978759938868456,0,baixo
MOV-3967,João Mendes,32,Platinum,8,4,3,0,0,129.9,11/04/2026,17/08/2025,0.3840198859729302,0,baixo
MOV-3968,Ricardo Souza,36,Platinum,4,5,5,0,0,129.9,09/04/2026,15/12/2025,0.3583085618962444,0,baixo
MOV-3969,Diego Nascimento,35,Basic Fit,10,1,5,0,0,79.9,09/04/2026,18/06/2025,0.5558353938927284,1,medio
MOV-3970,William Ferreira,31,Platinum,35,1,1,0,0,129.9,13/04/2026,30/05/2023,0.3972914266179996,0,baixo
MOV-3971,William Oliveira,51,Basic Fit,26,3,0,0,0,79.9,14/04/2026,24/02/2024,0.05531392287879215,0,baixo
MOV-3972,Diego Gomes,38,Black VIP,17,3,1,0,0,189.9,13/04/2026,20/11/2024,0.2880756961597682,0,baixo
MOV-3973,Isabela Rocha,21,Black VIP,3,2,3,1,9,189.9,11/04/2026,14/01/2026,0.4624844373934569,0,medio
MOV-3974,Letícia Alencar,16,Black VIP,3,3,4,0,0,189.9,10/04/2026,14/01/2026,0.17842297415736455,0,baixo
MOV-3975,Juliana Dias,25,Basic Fit,21,7,1,0,0,79.9,13/04/2026,23/07/2024,0.25352845084449793,0,baixo
MOV-3976,Igor Araújo,33,Basic Fit,2,3,1,0,0,79.9,13/04/2026,13/02/2026,0.3547942788909877,0,baixo
MOV-3977,Mateus Carvalho,24,Basic Fit,11,2,9,0,0,79.9,05/04/2026,19/05/2025,0.6355699895626312,1,medio
MOV-3978,Ana Costa,25,Platinum,6,2,9,0,0,129.9,05/04/2026,16/10/2025,0.5569015400031155,1,medio
MOV-3979,Diego Araújo,32,Platinum,7,4,1,0,0,129.9,13/04/2026,16/09/2025,0.41108155304339516,0,medio
MOV-3980,Eduardo Rocha,28,Platinum,7,4,4,0,0,129.9,10/04/2026,16/09/2025,0.2015606262888618,0,baixo
MOV-3981,Yasmin Rocha,16,Platinum,27,1,2,0,0,129.9,12/04/2026,25/01/2024,0.33795509161157633,0,baixo
MOV-3982,William Rocha,42,Platinum,1,3,0,0,0,129.9,14/04/2026,15/03/2026,0.2744627644448007,0,baixo
MOV-3983,Daniela Martins,40,Platinum,18,2,14,0,0,129.9,31/03/2026,21/10/2024,0.7305095982852755,1,alto
MOV-3984,Pedro Costa,19,Black VIP,21,2,0,0,0,189.9,14/04/2026,23/07/2024,0.28910746534186643,0,baixo
MOV-3985,Fernanda Lima,32,Black VIP,34,3,1,0,0,189.9,13/04/2026,29/06/2023,0.17897438876938057,0,baixo
MOV-3986,Natália Almeida,20,Basic Fit,7,3,2,0,0,79.9,12/04/2026,16/09/2025,0.19824121324866434,0,baixo
MOV-3987,Daniela Ferreira,25,Platinum,8,6,9,0,0,129.9,05/04/2026,17/08/2025,0.49614430594118897,0,medio
MOV-3988,Daniela Gomes,36,Basic Fit,39,6,7,0,0,79.9,07/04/2026,30/01/2023,0.2885873920663681,0,baixo
MOV-3989,Isabela Ribeiro,40,Platinum,7,6,4,0,0,129.9,10/04/2026,16/09/2025,0.25919676569739697,0,baixo
MOV-3990,Eduardo Barbosa,39,Basic Fit,8,0,5,1,25,79.9,09/04/2026,17/08/2025,0.643301755163247,1,medio
MOV-3991,Juliana Gomes,34,Platinum,4,2,2,0,0,129.9,12/04/2026,15/12/2025,0.3770555202998791,0,baixo
MOV-3992,Mariana Barbosa,44,Black VIP,1,5,14,1,27,189.9,31/03/2026,15/03/2026,0.8703804211180064,1,alto
MOV-3993,William Pereira,25,Basic Fit,6,4,0,0,0,79.9,14/04/2026,16/10/2025,0.2902418128359127,0,baixo
MOV-3994,Bruno Araújo,28,Platinum,12,1,0,0,0,129.9,14/04/2026,19/04/2025,0.5345771306098684,1,medio
MOV-3995,Carlos Carvalho,16,Basic Fit,14,2,12,1,1,79.9,02/04/2026,18/02/2025,0.95,1,alto
MOV-3996,Bianca Ferreira,31,Basic Fit,1,2,14,0,0,79.9,31/03/2026,15/03/2026,0.8360556240066573,1,alto
MOV-3997,Thiago Santos,37,Platinum,19,1,3,0,0,129.9,11/04/2026,21/09/2024,0.6090318919539354,1,medio
MOV-3998,Letícia Gomes,34,Basic Fit,8,1,4,1,28,79.9,10/04/2026,17/08/2025,0.619054708707809,1,medio
MOV-3999,Pedro Almeida,25,Basic Fit,8,2,11,0,0,79.9,03/04/2026,17/08/2025,0.7894891356759002,1,alto
MOV-4000,Camila Silva,40,Platinum,39,2,9,0,0,129.9,05/04/2026,30/01/2023,0.3908712288781086,0,baixo
MOV-4001,João Araújo,31,Basic Fit,4,2,9,0,0,79.9,05/04/2026,15/12/2025,0.6414783640551796,1,medio
MOV-4002,Pedro Silva,39,Basic Fit,17,1,2,0,0,79.9,12/04/2026,20/11/2024,0.5420043800105755,1,medio
MOV-4003,Juliana Carvalho,36,Platinum,10,7,8,0,0,129.9,06/04/2026,18/06/2025,0.5097033103193586,1,medio
MOV-4004,Mateus Rocha,46,Platinum,14,5,0,0,0,129.9,14/04/2026,18/02/2025,0.18462029678632802,0,baixo
MOV-4005,Bianca Barbosa,35,Black VIP,6,2,3,0,0,189.9,11/04/2026,16/10/2025,0.2953546375476363,0,baixo
MOV-4006,Vanessa Ribeiro,38,Basic Fit,3,2,1,0,0,79.9,13/04/2026,14/01/2026,0.38755430736930496,0,baixo
MOV-4007,Mateus Barbosa,31,Basic Fit,9,1,0,0,0,79.9,14/04/2026,18/07/2025,0.4504383245478314,0,medio
MOV-4008,Mateus Rocha,26,Basic Fit,5,1,4,0,0,79.9,10/04/2026,15/11/2025,0.6041066224420073,1,medio
MOV-4009,William Barbosa,36,Platinum,3,2,0,0,0,129.9,14/04/2026,14/01/2026,0.3751002221644107,0,baixo
MOV-4010,Mariana Martins,47,Platinum,21,4,0,0,0,129.9,14/04/2026,23/07/2024,0.106661972559085,0,baixo
MOV-4011,Letícia Oliveira,25,Basic Fit,7,3,0,0,0,79.9,14/04/2026,16/09/2025,0.2269274152742778,0,baixo
MOV-4012,Gabriel Costa,29,Platinum,22,2,18,0,0,129.9,27/03/2026,23/06/2024,0.9163088600126928,1,alto
MOV-4013,Yasmin Souza,32,Basic Fit,7,6,0,1,1,79.9,14/04/2026,16/09/2025,0.5024696039273658,1,medio
MOV-4014,Mateus Ferreira,38,Basic Fit,9,7,1,1,29,79.9,13/04/2026,18/07/2025,0.4751541118917748,0,medio
MOV-4015,Mateus Ferreira,35,Black VIP,60,0,5,1,4,189.9,09/04/2026,10/05/2021,0.3764735814047733,0,baixo
MOV-4016,Rafaela Martins,41,Platinum,36,3,8,1,12,129.9,06/04/2026,30/04/2023,0.5198676905772962,1,medio
MOV-4017,Diego Santos,51,Platinum,3,2,4,0,0,129.9,10/04/2026,14/01/2026,0.21696085374235746,0,baixo
MOV-4018,Yasmin Lima,25,Basic Fit,24,4,18,0,0,79.9,27/03/2026,24/04/2024,0.7247084411267483,1,alto
MOV-4019,Rafaela Costa,38,Basic Fit,5,5,2,0,0,79.9,12/04/2026,15/11/2025,0.3699459992439886,0,baixo
MOV-4020,Gabriel Dias,35,Basic Fit,1,1,3,1,1,79.9,11/04/2026,15/03/2026,0.582988244282131,1,medio
MOV-4021,Felipe Almeida,32,Platinum,10,1,8,0,0,129.9,06/04/2026,18/06/2025,0.5775290147628255,1,medio
MOV-4022,Ana Pereira,38,Platinum,45,4,5,0,0,129.9,09/04/2026,03/08/2022,0.11684063198078834,0,baixo
MOV-4023,Rafaela Mendes,29,Basic Fit,43,3,1,0,0,79.9,13/04/2026,02/10/2022,0.15445929575265543,0,baixo
MOV-4024,Camila Souza,35,Platinum,1,3,3,0,0,129.9,11/04/2026,15/03/2026,0.23041589404989532,0,baixo
MOV-4025,Ricardo Costa,18,Basic Fit,17,2,18,0,0,79.9,27/03/2026,20/11/2024,0.8754297751580657,1,alto
MOV-4026,Thiago Silva,26,Platinum,19,4,9,0,0,129.9,05/04/2026,21/09/2024,0.40460060895242406,0,medio
MOV-4027,Gabriel Almeida,42,Black VIP,5,2,1,0,0,189.9,13/04/2026,15/11/2025,0.3099929816129265,0,baixo
MOV-4028,Juliana Lima,42,Platinum,12,0,0,1,19,129.9,14/04/2026,19/04/2025,0.6178941747662987,1,medio
MOV-4029,Mariana Barbosa,34,Platinum,8,0,8,0,0,129.9,06/04/2026,17/08/2025,0.6993415203492515,1,medio
MOV-4030,Juliana Souza,27,Basic Fit,3,1,1,0,0,79.9,13/04/2026,14/01/2026,0.5359794953773711,1,medio
MOV-4031,Bianca Almeida,40,Platinum,17,2,3,1,8,129.9,11/04/2026,20/11/2024,0.5325595872988194,1,medio
MOV-4032,Gabriel Barbosa,44,Basic Fit,3,3,0,1,28,79.9,14/04/2026,14/01/2026,0.5301550231134344,1,medio
MOV-4033,Ana Alencar,27,Platinum,4,2,0,0,0,129.9,14/04/2026,15/12/2025,0.3518149642171073,0,baixo
MOV-4034,Thiago Almeida,17,Platinum,2,2,10,0,0,129.9,04/04/2026,13/02/2026,0.5123511500651485,1,medio
MOV-4035,Larissa Araújo,36,Platinum,15,1,7,0,0,129.9,07/04/2026,19/01/2025,0.6578498311959555,1,medio
MOV-4036,Daniela Rocha,41,Platinum,7,3,3,0,0,129.9,11/04/2026,16/09/2025,0.3317185897971849,0,baixo
MOV-4037,Natália Ferreira,37,Black VIP,7,3,0,0,0,189.9,14/04/2026,16/09/2025,0.12437818586966448,0,baixo
MOV-4038,Diego Rocha,47,Basic Fit,11,2,8,1,12,79.9,06/04/2026,19/05/2025,0.5875208792371723,1,medio
MOV-4039,Ricardo Oliveira,47,Platinum,2,3,2,1,26,129.9,12/04/2026,13/02/2026,0.2693789427030234,0,baixo
MOV-4040,Fernanda Barbosa,28,Black VIP,27,1,5,0,0,189.9,09/04/2026,25/01/2024,0.35266809886801914,0,baixo
MOV-4041,Fernanda Nascimento,33,Platinum,7,5,1,0,0,129.9,13/04/2026,16/09/2025,0.26136825678177733,0,baixo
MOV-4042,Larissa Gomes,27,Platinum,5,3,2,0,0,129.9,12/04/2026,15/11/2025,0.3670354876509343,0,baixo
MOV-4043,Natália Oliveira,21,Black VIP,1,5,3,1,14,189.9,11/04/2026,15/03/2026,0.42154708663236573,0,medio
MOV-4044,Mariana Carvalho,22,Basic Fit,2,6,7,0,0,79.9,07/04/2026,13/02/2026,0.5018873659511236,1,medio
MOV-4045,Rafaela Souza,39,Black VIP,30,1,8,0,0,189.9,06/04/2026,27/10/2023,0.4921310163778734,0,medio
MOV-4046,Yasmin Lima,35,Platinum,7,3,2,0,0,129.9,12/04/2026,16/09/2025,0.2905874329543941,0,baixo
MOV-4047,Yasmin Santos,40,Basic Fit,15,4,1,1,20,79.9,13/04/2026,19/01/2025,0.3649497646185033,0,baixo
MOV-4048,Bruno Alencar,57,Platinum,1,2,0,0,0,129.9,14/04/2026,15/03/2026,0.23268982835554708,0,baixo
MOV-4049,Diego Santos,36,Platinum,12,3,2,1,20,129.9,12/04/2026,19/04/2025,0.5077573033027184,1,medio
MOV-4050,André Almeida,24,Black VIP,30,4,8,1,4,189.9,06/04/2026,27/10/2023,0.4600129415323287,0,medio
MOV-4051,André Mendes,42,Black VIP,4,5,1,0,0,189.9,13/04/2026,15/12/2025,0.18296765471740808,0,baixo
MOV-4052,William Rocha,23,Black VIP,10,4,0,0,0,189.9,14/04/2026,18/06/2025,0.3736816669364327,0,baixo
MOV-4053,Pedro Oliveira,49,Basic Fit,33,3,4,0,0,79.9,10/04/2026,29/07/2023,0.10293724412041533,0,baixo
MOV-4054,Daniela Alencar,16,Basic Fit,15,4,0,0,0,79.9,14/04/2026,19/01/2025,0.26249248461840236,0,baixo
MOV-4055,Gabriel Araújo,26,Basic Fit,1,2,10,0,0,79.9,04/04/2026,15/03/2026,0.500793202423354,1,medio
MOV-4056,Camila Souza,38,Platinum,5,3,5,0,0,129.9,09/04/2026,15/11/2025,0.24815749753197025,0,baixo
MOV-4057,Diego Lima,43,Basic Fit,1,1,1,0,0,79.9,13/04/2026,15/03/2026,0.49326256246650246,0,medio
MOV-4058,Juliana Ferreira,25,Platinum,23,6,3,1,12,129.9,11/04/2026,24/05/2024,0.528890283654517,1,medio
MOV-4059,Mateus Nascimento,23,Platinum,11,2,6,0,0,129.9,08/04/2026,19/05/2025,0.552525392956815,1,medio
MOV-4060,Diego Souza,33,Platinum,37,4,12,0,0,129.9,02/04/2026,31/03/2023,0.7328635723163934,1,alto
MOV-4061,Daniela Santos,51,Black VIP,1,5,10,0,0,189.9,04/04/2026,15/03/2026,0.2991342091509859,0,baixo
MOV-4062,Bruno Costa,16,Basic Fit,6,2,0,0,0,79.9,14/04/2026,16/10/2025,0.4486692899463696,0,medio
MOV-4063,Felipe Lima,28,Basic Fit,1,3,0,0,0,79.9,14/04/2026,15/03/2026,0.3845220276373049,0,baixo
MOV-4064,Helena Mendes,34,Basic Fit,5,2,4,0,0,79.9,10/04/2026,15/11/2025,0.3797562419698614,0,baixo
MOV-4065,Letícia Santos,24,Basic Fit,2,3,3,1,31,79.9,11/04/2026,13/02/2026,0.558668030005463,1,medio
MOV-4066,Isabela Almeida,24,Basic Fit,4,1,1,0,0,79.9,13/04/2026,15/12/2025,0.43108077869310335,0,medio
MOV-4067,Felipe Martins,29,Black VIP,20,2,18,1,31,189.9,27/03/2026,22/08/2024,0.95,1,alto
MOV-4068,Pedro Costa,34,Platinum,2,6,6,1,7,129.9,08/04/2026,13/02/2026,0.6119783398151691,1,medio
MOV-4069,Rafaela Ribeiro,30,Basic Fit,7,2,5,0,0,79.9,09/04/2026,16/09/2025,0.4799432546298065,0,medio
MOV-4070,Pedro Souza,46,Black VIP,30,2,1,0,0,189.9,13/04/2026,27/10/2023,0.05,0,baixo
MOV-4071,William Costa,37,Basic Fit,60,2,1,0,0,79.9,13/04/2026,10/05/2021,0.22854406575215414,0,baixo
MOV-4072,Helena Araújo,35,Platinum,3,7,4,1,5,129.9,10/04/2026,14/01/2026,0.37744140225565365,0,baixo
MOV-4073,Bruno Araújo,42,Platinum,32,0,7,0,0,129.9,07/04/2026,28/08/2023,0.6192394921441978,1,medio
MOV-4074,Igor Oliveira,36,Platinum,3,4,13,0,0,129.9,01/04/2026,14/01/2026,0.7590198302467763,1,alto
MOV-4075,Felipe Nascimento,27,Basic Fit,6,5,5,0,0,79.9,09/04/2026,16/10/2025,0.28497153443451667,0,baixo
MOV-4076,Camila Oliveira,29,Platinum,25,4,2,1,15,129.9,12/04/2026,25/03/2024,0.36178015272753905,0,baixo
MOV-4077,Camila Pereira,20,Basic Fit,18,4,5,0,0,79.9,09/04/2026,21/10/2024,0.23663532115997604,0,baixo
MOV-4078,Mateus Carvalho,52,Platinum,23,2,0,0,0,129.9,14/04/2026,24/05/2024,0.16447359160596597,0,baixo
MOV-4079,Lucas Santos,41,Basic Fit,19,5,4,0,0,79.9,10/04/2026,21/09/2024,0.3864933511896129,0,baixo
MOV-4080,Bruno Almeida,16,Black VIP,3,2,11,0,0,189.9,03/04/2026,14/01/2026,0.7597093895160157,1,alto
MOV-4081,Isabela Lima,45,Black VIP,9,4,5,0,0,189.9,09/04/2026,18/07/2025,0.24068642251034852,0,baixo
MOV-4082,Camila Rocha,17,Black VIP,5,2,0,0,0,189.9,14/04/2026,15/11/2025,0.30042118506252896,0,baixo
MOV-4083,Gabriel Nascimento,37,Platinum,7,2,5,0,0,129.9,09/04/2026,16/09/2025,0.3484161082401612,0,baixo
MOV-4084,Igor Nascimento,16,Platinum,2,7,6,0,0,129.9,08/04/2026,13/02/2026,0.41839048739336077,0,medio
MOV-4085,Mariana Nascimento,27,Basic Fit,4,7,3,0,0,79.9,11/04/2026,15/12/2025,0.24832150233043854,0,baixo
MOV-4086,Isabela Alencar,45,Platinum,23,5,8,0,0,129.9,06/04/2026,24/05/2024,0.5069939237247143,1,medio
MOV-4087,Carlos Martins,45,Black VIP,27,6,1,0,0,189.9,13/04/2026,25/01/2024,0.14383325572299155,0,baixo
MOV-4088,Letícia Mendes,35,Black VIP,11,4,2,1,22,189.9,12/04/2026,19/05/2025,0.3432367960368275,0,baixo
MOV-4089,Pedro Santos,39,Black VIP,8,6,8,0,0,189.9,06/04/2026,17/08/2025,0.40691051659409383,0,medio
MOV-4090,Bruno Lima,17,Platinum,14,1,4,0,0,129.9,10/04/2026,18/02/2025,0.45940277834723886,0,medio
MOV-4091,Larissa Pereira,37,Black VIP,11,4,25,0,0,189.9,20/03/2026,19/05/2025,0.7210978064726874,1,alto
MOV-4092,Natália Rocha,40,Platinum,49,1,0,0,0,129.9,14/04/2026,05/04/2022,0.3580742838579279,0,baixo
MOV-4093,João Alencar,57,Platinum,2,2,1,0,0,129.9,13/04/2026,13/02/2026,0.23772181696030603,0,baixo
MOV-4094,Juliana Dias,25,Platinum,7,3,1,0,0,129.9,13/04/2026,16/09/2025,0.2660848674931191,0,baixo
MOV-4095,Ana Santos,32,Basic Fit,30,1,18,0,0,79.9,27/03/2026,27/10/2023,0.9238949229540077,1,alto
MOV-4096,Helena Pereira,32,Platinum,29,3,10,0,0,129.9,04/04/2026,26/11/2023,0.422293423145545,0,medio
MOV-4097,Pedro Rocha,38,Platinum,8,3,0,0,0,129.9,14/04/2026,17/08/2025,0.3365402025126191,0,baixo
MOV-4098,Pedro Oliveira,40,Platinum,1,4,2,0,0,129.9,12/04/2026,15/03/2026,0.2963159526770954,0,baixo
MOV-4099,Fernanda Ferreira,42,Black VIP,20,4,0,0,0,189.9,14/04/2026,22/08/2024,0.19622395092730063,0,baixo
MOV-4100,Camila Oliveira,41,Black VIP,10,4,5,0,0,189.9,09/04/2026,18/06/2025,0.23072709235647643,0,baixo
MOV-4101,Yasmin Mendes,17,Basic Fit,17,1,2,0,0,79.9,12/04/2026,20/11/2024,0.4649560998058113,0,medio
MOV-4102,Felipe Almeida,16,Platinum,7,3,1,0,0,129.9,13/04/2026,16/09/2025,0.3444874524966131,0,baixo
MOV-4103,Gabriel Rocha,26,Basic Fit,2,3,3,0,0,79.9,11/04/2026,13/02/2026,0.2901993171048547,0,baixo
MOV-4104,William Nascimento,31,Platinum,1,3,7,0,0,129.9,07/04/2026,15/03/2026,0.4549589982164845,0,medio
MOV-4105,Lucas Souza,25,Basic Fit,9,0,2,0,0,79.9,12/04/2026,18/07/2025,0.5124252548982219,1,medio
MOV-4106,André Ribeiro,27,Basic Fit,2,3,7,0,0,79.9,07/04/2026,13/02/2026,0.5274841874864078,1,medio
MOV-4107,Fernanda Souza,28,Platinum,2,2,2,0,0,129.9,12/04/2026,13/02/2026,0.37764787287416995,0,baixo
MOV-4108,Ana Dias,37,Platinum,6,4,1,0,0,129.9,13/04/2026,16/10/2025,0.3903702680813166,0,baixo
MOV-4109,Felipe Carvalho,21,Platinum,7,3,2,0,0,129.9,12/04/2026,16/09/2025,0.3433707694428651,0,baixo
MOV-4110,Bianca Araújo,31,Basic Fit,3,4,3,0,0,79.9,11/04/2026,14/01/2026,0.3430722061279944,0,baixo
MOV-4111,André Martins,31,Platinum,1,1,3,0,0,129.9,11/04/2026,15/03/2026,0.469313917491391,0,medio
MOV-4112,Eduardo Araújo,37,Black VIP,34,3,1,1,1,189.9,13/04/2026,29/06/2023,0.2102644692960038,0,baixo
MOV-4113,Camila Silva,43,Platinum,1,4,1,0,0,129.9,13/04/2026,15/03/2026,0.3045924705523855,0,baixo
MOV-4114,Letícia Barbosa,48,Platinum,5,3,14,1,1,129.9,31/03/2026,15/11/2025,0.6969001773818828,1,medio
MOV-4115,Thiago Lima,24,Basic Fit,4,3,1,0,0,79.9,13/04/2026,15/12/2025,0.21039271176722557,0,baixo
MOV-4116,Gabriel Barbosa,16,Basic Fit,24,6,6,0,0,79.9,08/04/2026,24/04/2024,0.42667404461045505,0,medio
MOV-4117,Fernanda Lima,29,Black VIP,6,2,2,0,0,189.9,12/04/2026,16/10/2025,0.21896008383325755,0,baixo
MOV-4118,Natália Gomes,16,Platinum,1,1,17,0,0,129.9,28/03/2026,15/03/2026,0.95,1,alto
MOV-4119,Juliana Carvalho,59,Black VIP,1,2,22,0,0,189.9,23/03/2026,15/03/2026,0.5435078682465599,1,medio
MOV-4120,Juliana Mendes,23,Basic Fit,15,4,8,0,0,79.9,06/04/2026,19/01/2025,0.3677473311133216,0,baixo
MOV-4121,Mariana Barbosa,37,Basic Fit,15,5,4,0,0,79.9,10/04/2026,19/01/2025,0.272637121484071,0,baixo
MOV-4122,Ricardo Silva,41,Black VIP,6,4,3,0,0,189.9,11/04/2026,16/10/2025,0.24944838869276906,0,baixo
MOV-4123,Vanessa Souza,35,Platinum,1,1,1,0,0,129.9,13/04/2026,15/03/2026,0.47831723951739713,0,medio
MOV-4124,Bruno Oliveira,52,Basic Fit,5,1,0,0,0,79.9,14/04/2026,15/11/2025,0.39097954602602153,0,baixo
MOV-4125,Bianca Oliveira,29,Black VIP,10,3,0,0,0,189.9,14/04/2026,18/06/2025,0.251713918219034,0,baixo
MOV-4126,Natália Nascimento,23,Platinum,14,3,3,0,0,129.9,11/04/2026,18/02/2025,0.31580071875293725,0,baixo
MOV-4127,Igor Mendes,23,Platinum,1,1,19,0,0,129.9,26/03/2026,15/03/2026,0.9188335111368235,1,alto
MOV-4128,Mateus Lima,39,Black VIP,9,2,1,0,0,189.9,13/04/2026,18/07/2025,0.32166582828563944,0,baixo
MOV-4129,Ricardo Rocha,30,Black VIP,3,5,2,0,0,189.9,12/04/2026,14/01/2026,0.09948785636471985,0,baixo
MOV-4130,Pedro Dias,23,Basic Fit,11,1,5,1,22,79.9,09/04/2026,19/05/2025,0.6444450629464311,1,medio
MOV-4131,Isabela Nascimento,36,Platinum,12,1,2,1,8,129.9,12/04/2026,19/04/2025,0.708541063928493,1,alto
MOV-4132,Mateus Rocha,39,Platinum,28,2,0,1,16,129.9,14/04/2026,26/12/2023,0.3986560540664244,0,baixo
